N,avg_clustering_mean,avg_clustering_std,diameter_mean,diameter_std,radius_mean,radius_std,avg_degree_mean,avg_degree_std
50,0.3833936507936508,0.04636858983159032,8.233333333333333,1.2507469032909713,5.233333333333333,1.1043279539543753,4.0,0.0
100,0.3715730158730159,0.027735788844917432,10.366666666666667,1.4735210781716332,6.433333333333334,0.6260623155792927,4.0,0.0
200,0.37758492063492055,0.018136644229832383,12.966666666666667,1.8285727114117012,8.3,0.8769067893689609,4.0,0.0
500,0.3759247619047621,0.014230401587640915,15.433333333333334,1.3047217521658447,10.1,0.7588557629520364,4.0,0.0
1000,0.3688762698412698,0.008772999474302327,16.9,1.0618786215460558,11.266666666666667,0.44977644510880366,4.0,0.0
